grp,mean_condval,mean_consd
cat,-0.20526948612576862,0.3119601143987829
horse,-0.03561526023392962,0.130000386978678
dog,-0.17200095281042022,0.11955775681091332
chicken,-0.07897462195358433,0.18106507344597286
cattle,0.2753658228596004,0.13395651542392567
turkey,-0.009918331678049588,0.26879255609623404
swine,0.36382614905885113,0.17514763344644418
